Visitor/Neutral,PTS,Home/Neutral,PTS
Stanford,89,California,81
Clemson,65,Miami (FL),55
Florida State,74,NC State,84
Georgia Tech,65,North Carolina,68
Syracuse,64,Notre Dame,69
Virginia,51,Southern Methodist,63
Pittsburgh,64,Virginia Tech,59
Boston College,66,Wake Forest,72
Duke,76,Louisville,65
Southern Methodist,103,Boston College,77
Wake Forest,62,Clemson,73
Louisville,90,Florida State,76
Duke,82,Georgia Tech,56
Virginia Tech,65,Duke,88
Notre Dame,75,Georgia Tech,86
Wake Forest,81,Syracuse,71
NC State,67,Virginia,70
Miami (FL),68,Boston College,78
Stanford,71,Clemson,85
North Carolina,70,Louisville,83
California,74,Pittsburgh,86
California,68,Clemson,80
Syracuse,74,Florida State,90
Boston College,64,Georgia Tech,85
North Carolina,74,Notre Dame,73
Stanford,68,Pittsburgh,83
Duke,89,Southern Methodist,62
Louisville,70,Virginia,50
Miami (FL),85,Virginia Tech,86
NC State,59,Wake Forest,77
Pittsburgh,47,Duke,76
Clemson,64,Louisville,74
Southern Methodist,67,North Carolina,82
Georgia Tech,55,Syracuse,62
Virginia,61,California,75
Florida State,80,Miami (FL),65
Notre Dame,65,NC State,66
Virginia Tech,59,Stanford,70
Syracuse,79,Boston College,71
Virginia Tech,71,California,68
Florida State,57,Clemson,77
Notre Dame,78,Duke,86
Wake Forest,88,Miami (FL),78
North Carolina,63,NC State,61
Louisville,82,Pittsburgh,78
Georgia Tech,71,Southern Methodist,93
Virginia,65,Stanford,88
Boston College,60,Notre Dame,78
Miami (FL),54,Duke,89
Clemson,70,Georgia Tech,59
Louisville,85,Syracuse,61
Pittsburgh,70,Florida State,82
California,53,North Carolina,79
Southern Methodist,54,Virginia,52
NC State,76,Virginia Tech,79
Stanford,67,Wake Forest,80
Duke,88,Boston College,63
Georgia Tech,78,Florida State,91
Virginia,67,Louisville,81
Southern Methodist,117,Miami (FL),74
California,65,NC State,62
Stanford,72,North Carolina,71
Clemson,78,Pittsburgh,75
Notre Dame,69,Syracuse,77
Wake Forest,72,Virginia Tech,63
Louisville,98,Southern Methodist,73
Boston College,56,Virginia,74
North Carolina,66,Wake Forest,67
Florida State,68,California,77
Syracuse,72,Clemson,86
Virginia Tech,64,Georgia Tech,71
Miami (FL),51,Stanford,88
Miami (FL),94,California,98
Southern Methodist,63,NC State,57
Boston College,96,North Carolina,102
Florida State,71,Stanford,78
